duration,pkt_rate,packet_rate,avg_pkt_size,byte_rate,avg_size,syn_ratio,fin_ratio,rst_ratio,flag_entropy,ttl_entropy,ipid_entropy,session_coherence,burstiness,suspicion_score
132705.29076695442,9.042593502223935e-05,9.042593502223935e-05,96.0,0.008680889762134977,96.0,0.0,0.0,0.0,0.0,1.0,3.584962500721156,2.6728920376150387,2.6728920376150387,0.26540610831743683
129096.95587086678,3.0984464141827816e-05,3.0984464141827816e-05,96.0,0.0029745085576154706,96.0,0.0,0.0,0.0,0.0,1.0,2.0,1.4142135383365286,1.4142135383365286,0.15818614656305896
130266.57957601547,7.676566032936039e-05,7.676566032936039e-05,96.0,0.007369503391618598,96.0,0.0,0.0,0.0,0.0,1.0,3.321928094887362,2.304020392352954,2.304020392352954,0.23801312107522762
131314.22464299202,9.138385451100036e-05,9.138385451100036e-05,96.0,0.008772850033056034,96.0,0.0,0.0,0.0,0.0,1.0,3.584962500721156,2.6896023695570723,2.6896023695570723,0.26640872826269646
128884.98044896126,6.207084776001512e-05,6.207084776001512e-05,96.0,0.005958801384961452,96.0,0.0,0.0,0.0,0.0,1.0,3.0,1.9688046482918837,1.9688046482918837,0.21146161409297176
124697.56611990929,0.00011227163797677966,0.00011227163797677966,96.0,0.010778077245770847,96.0,0.0,0.0,0.0,0.0,1.0,3.8073549220576055,2.956222204257936,2.956222204257936,0.28685376739811075
131294.99538302422,0.00012186298459681213,0.00012186298459681213,96.0,0.011698846521293965,96.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0127137721864714,3.0127137721864714,0.29409616332041116
133353.26571297646,8.998654765477029e-05,8.998654765477029e-05,96.0,0.008638708574857948,96.0,0.0,0.0,0.0,0.0,1.0,3.584962500721156,2.7778494127979574,2.7778494127979574,0.27170355081523034
12308.352985858917,0.000649965109807235,0.000649965109807235,96.0,0.06239665054149456,96.0,0.0,0.0,0.0,0.0,1.0,3.0,1.8357689450256776,1.8357689450256776,0.20347948953382727
127197.80276203156,0.00012578833637506818,0.00012578833637506818,96.0,0.012075680292006544,96.0,0.0,0.0,0.0,0.0,1.0,4.0,3.592243807545833,3.592243807545833,0.3288679655597334
127394.41353702545,7.84963776853028e-05,7.84963776853028e-05,96.0,0.007535652257789067,96.0,0.0,0.0,0.0,0.0,1.0,3.321928094887362,2.707375902644133,2.707375902644133,0.2622144517446199
131535.5520131588,0.00010643510279714675,0.00010643510279714675,96.0,0.010217769868526088,96.0,0.0,0.0,0.0,0.0,1.0,3.8073549220576055,2.9350559857765712,2.9350559857765712,0.2855837941141328
130858.74884009361,6.113462088634071e-05,6.113462088634071e-05,96.0,0.005868923605088708,96.0,0.0,0.0,0.0,0.0,1.0,3.0,2.3045001540795513,2.3045001540795513,0.23160334441214503
123740.81598997116,9.697689403448387e-05,9.697689403448387e-05,96.0,0.00930978182731045,96.0,0.0,0.0,0.0,0.0,1.0,3.584962500721156,2.924891895195937,2.924891895195937,0.2805260999688195
134155.56175613403,8.944839738969167e-05,8.944839738969167e-05,96.0,0.008587046149410402,96.0,0.0,0.0,0.0,0.0,1.0,3.584962500721156,2.6772491266887464,2.6772491266887464,0.26566753363253315
12000.303207159042,0.000333324911125055,0.000333324911125055,96.0,0.03199919146800528,96.0,0.0,0.0,0.0,0.0,1.0,2.0,1.4142132849531692,1.4142132849531692,0.1581861404302708
127321.54772520065,6.283304077693493e-05,6.283304077693493e-05,96.0,0.006031971914585754,96.0,0.0,0.0,0.0,0.0,1.0,3.0,2.119504950977797,2.119504950977797,0.22050363227699238
4137.99129486084,0.0019333051787555873,0.0019333051787555873,96.0,0.18559729716053638,96.0,0.0,0.0,0.0,0.0,1.0,3.0,1.3888370444523677,1.3888370444523677,0.17666361399963076
